"branch","row_id","company_identifier","account_identifier","campaign_identifier","adset_identifier","ad_identifier","creative_identifier","current_primary_decision_shown_to_operator","current_internal_segment","legacy_segment","legacy_action","recommended_action","actionability_state","reason_tags","spend","purchases","impressions","age_days","active_days","active_status","roas","cpa","recent_roas","recent_cpa","recent_purchases","recent_impressions","long90_roas","trend_roas_ratio","active_benchmark_scope","active_benchmark_label","active_benchmark_roas","active_benchmark_cpa","peer_median_spend","benchmark_reliability","source_trust_flags","campaign_context_blocker_flags","queue_eligible","apply_eligible","push_readiness","warnings_shown_in_ui_or_instruction_fields","instruction_headline","reason_summary","source_artifact_generated_at","source_artifact_window_start","source_artifact_window_end","source_artifact_kind"
"pr65","company-01|company-01-account-01|company-01-campaign-01|company-01-adset-01|company-01-creative-01","company-01","company-01-account-01","company-01-campaign-01","company-01-adset-01",,"company-01-creative-01","Refresh","fatigued_winner","Watch","watch","Refresh","review_only","fatigue_pressure|business_validation_missing","1666.45","58","624143",,,"true","5.17","28.73","6.37","25.33","18","210553","3.76","1.232","account","Account-wide","3.42","45.26","174.79","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-01","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-02|company-01-creative-02","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-02",,"company-01-creative-02","Test More","promising_under_sampled","Watch","watch","Test More","review_only","strong_relative_winner|business_validation_missing","823.81","21","82642",,,"true","4.47","39.23","1.68","64.79","3","19938","3.59","0.376","account","Account-wide","3.42","45.26","174.79","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Test More: company-01-creative-02","Promising relative signal, but the sample is still light. Keep testing until the evidence matures.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-03|company-01-creative-03","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-03",,"company-01-creative-03","Refresh","fatigued_winner","Cut","pause","Refresh","review_only","fatigue_pressure","452.08","8","31157",,,"true","2.48","56.51","2.44","55.48","2","6958","2.48","0.984","account","Account-wide","3.46","43.08","174.79","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-03","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-04|company-01-creative-04","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-04",,"company-01-creative-04","Refresh","fatigued_winner","Watch","watch","Refresh","review_only","fatigue_pressure|business_validation_missing","408.26","13","51787",,,"true","3.42","31.4","4.2","29.42","4","13560","2.86","1.228","account","Account-wide","3.46","45.26","174.79","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-05|company-01-creative-05","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-05",,"company-01-creative-05","Scale Review","scale_review","Scale","scale_hard","Scale Review","blocked","strong_relative_winner|business_validation_missing","349.14","18","38517",,,"true","9.18","19.4","7.97","21.12","6","12766","7.19","0.868","account","Account-wide","3.42","45.26","174.79","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Scale Review: company-01-creative-05","Strong relative performer against the Account-wide benchmark. Business validation is still missing, so this stays review-only.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-03|company-01-adset-06|company-01-creative-06","company-01","company-01-account-01","company-01-campaign-03","company-01-adset-06",,"company-01-creative-06","Cut","spend_waste","Cut","pause","Cut","review_only","mature_zero_purchase|below_baseline_waste","279.77","0","90929",,,"true","0","0","0","0","0","20365","0",,"account","Account-wide","3.44","44.17","261.96","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm there is no purchase evidence before stopping this test creative.|Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-01-creative-06","Spend is already meaningful enough to move past early learning, and there is still no purchase proof. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-03|company-01-adset-06|company-01-creative-07","company-01","company-01-account-01","company-01-campaign-03","company-01-adset-06",,"company-01-creative-07","Not Enough Data","creative_learning_incomplete","Cut","pause","Not Enough Data","review_only","low_evidence|creative_learning_incomplete","241.32","0","158396",,,"true","0","0",,,,,"2.45",,"account","Account-wide","3.44","44.17","261.96","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-01-creative-07","Deterministic engine keeps this in test against the format + age benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-05|company-01-creative-08","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-05",,"company-01-creative-08","Refresh","fatigued_winner","Cut","pause","Refresh","blocked","fatigue_pressure","174.79","2","25779",,,"true","1.75","87.4","7.88","26.87","1","2884","1.75","4.503","account","Account-wide","3.46","43.08","349.14","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-08","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-05|company-01-creative-09","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-05",,"company-01-creative-09","Refresh","fatigued_winner","Watch","watch","Refresh","blocked","fatigue_pressure","151.5","3","30775",,,"true","3.59","50.5","16.61","14.35","1","2478","3.59","4.627","account","Account-wide","3.42","43.08","349.14","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-09","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-01|company-01-account-01|company-01-campaign-02|company-01-adset-05|company-01-creative-10","company-01","company-01-account-01","company-01-campaign-02","company-01-adset-05",,"company-01-creative-10","Refresh","fatigued_winner","Cut","pause","Refresh","blocked","fatigue_pressure","129.23","3","6672",,,"true","3","43.08","0","0","0","834","4.23","0","account","Account-wide","3.46","45.26","349.14","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-01-creative-10","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-01","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-01","Refresh","needs_new_variant","Watch","watch","Refresh","review_only","trend_collapse|fatigue_pressure","3994.1","34","286023",,,"true","2.13","117.47","1.41","243.6","3","35751","2.4","0.662","account","Account-wide","2.91","76.93","750.28","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-01","Deterministic engine keeps this in test because relative strength exists, but absolute scaling floors are not proven yet.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-02","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-02","Refresh","needs_new_variant","Watch","watch","Refresh","review_only","trend_collapse|fatigue_pressure","2207.84","19","86287",,,"true","2.65","116.2","0.93","247.35","1","8556","2.33","0.351","account","Account-wide","2.91","76.93","750.28","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-02","Deterministic engine keeps this in test while monitoring early fatigue pressure.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-03","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-03","Refresh","fatigued_winner","Watch","watch","Refresh","review_only","fatigue_pressure","778.2","12","39442",,,"true","4.22","64.85","9.17","46.33","3","6481","3.21","2.173","account","Account-wide","2.65","83.36","750.28","medium","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-03","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-02|company-02-adset-02|company-02-creative-04","company-02","company-02-account-01","company-02-campaign-02","company-02-adset-02",,"company-02-creative-04","Refresh","fatigued_winner","Watch","watch","Refresh","review_only","fatigue_pressure","750.28","9","31682",,,"true","2.91","83.36","1.92","32.31","1","1325","3.03","0.66","account","Account-wide","2.65","76.93","778.2","medium","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-05","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-05","Cut","spend_waste","Cut","pause","Cut","review_only","mature_zero_purchase|below_baseline_waste","316.48","0","8800",,,"true","0","0","0","0","0","1299","2.07",,"account","Account-wide","2.78","80.15","764.24","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm there is no purchase evidence before stopping this test creative.|Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-02-creative-05","Spend is already meaningful enough to move past early learning, and there is still no purchase proof. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-06","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-06","Refresh","needs_new_variant","Scale","scale","Refresh","blocked","trend_collapse|fatigue_pressure","307.75","13","32317",,,"true","7.73","23.67","2.49","64.81","1","5177","5.45","0.322","account","Account-wide","2.65","83.36","778.2","medium","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-06","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-03|company-02-adset-03|company-02-creative-07","company-02","company-02-account-01","company-02-campaign-03","company-02-adset-03",,"company-02-creative-07","Not Enough Data","creative_learning_incomplete","Test More","test_more","Not Enough Data","review_only","low_evidence|creative_learning_incomplete","76.93","1","2151",,,"false","1.94","76.93","0","0","0","248","1.24","0","account","Account-wide","2.91","83.36","778.2","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""PAUSED"",""adSetStatus"":""CAMPAIGN_PAUSED"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-02-creative-07","Deterministic engine keeps this in test against the meta family benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-02|company-02-account-01|company-02-campaign-03|company-02-adset-03|company-02-creative-08","company-02","company-02-account-01","company-02-campaign-03","company-02-adset-03",,"company-02-creative-08","Not Enough Data","creative_learning_incomplete","Test More","test_more","Not Enough Data","review_only","low_evidence|creative_learning_incomplete","48.57","0","1137",,,"false","0","0","0","0","0","292","5.48",,"account","Account-wide","2.78","80.15","764.24","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""PAUSED"",""adSetStatus"":""CAMPAIGN_PAUSED"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-02-creative-08","Deterministic engine keeps this in test against the meta family benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-01","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-01","Cut","spend_waste","Cut","pause","Cut","review_only","catastrophic_cpa|fatigue_pressure","722.94","3","1440713",,,"true","0.79","240.98","0","0","0","2848","1.49","0","account","Account-wide","6.56","20.35","83.85","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-03-creative-01","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-02","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-02","Protect","protected_winner","Watch","watch","Protect","blocked","strong_relative_winner|business_validation_missing","388.53","15","182261",,,"true","6.95","25.9","6.83","25.25","13","156949","6.95","0.983","account","Account-wide","6.09","20.35","83.85","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Protect: company-03-creative-02","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-03","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-03","Protect","protected_winner","Watch","watch","Protect","blocked","strong_relative_winner","218.55","10","41323",,,"true","4.43","21.86","7.35","20.38","4","14729","4.67","1.659","account","Account-wide","6.56","20.81","83.85","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Protect: company-03-creative-03","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-04","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-04","Refresh","fatigued_winner","Watch","watch","Refresh","blocked","fatigue_pressure|business_validation_missing","159.39","7","175459",,,"true","6.17","22.77","10.19","11.09","2","13287","5.2","1.652","account","Account-wide","6.48","20.35","83.85","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-03-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
