"branch","row_id","company_identifier","account_identifier","campaign_identifier","adset_identifier","ad_identifier","creative_identifier","current_primary_decision_shown_to_operator","current_internal_segment","legacy_segment","legacy_action","recommended_action","actionability_state","reason_tags","spend","purchases","impressions","age_days","active_days","active_status","roas","cpa","recent_roas","recent_cpa","recent_purchases","recent_impressions","long90_roas","trend_roas_ratio","active_benchmark_scope","active_benchmark_label","active_benchmark_roas","active_benchmark_cpa","peer_median_spend","benchmark_reliability","source_trust_flags","campaign_context_blocker_flags","queue_eligible","apply_eligible","push_readiness","warnings_shown_in_ui_or_instruction_fields","instruction_headline","reason_summary","source_artifact_generated_at","source_artifact_window_start","source_artifact_window_end","source_artifact_kind"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-01|company-06-creative-05","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-01",,"company-06-creative-05","Not Enough Data","creative_learning_incomplete","Watch","watch","Not Enough Data","review_only","low_evidence","69.03","5","29880",,,"true","5.69","13.81","0","0","0","2001","5.24","0","account","Account-wide","7.85","10.15","31.55","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-05","Deterministic engine keeps this in test against the format + age benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-02|company-06-creative-06","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-02",,"company-06-creative-06","Not Enough Data","creative_learning_incomplete","Watch","watch","Not Enough Data","blocked","low_evidence","60.71","5","51925",,,"true","4.55","12.14","2.28","18.08","1","17536","4.98","0.501","account","Account-wide","8.1","10.84","31.55","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-06","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-02|company-06-creative-07","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-02",,"company-06-creative-07","Not Enough Data","creative_learning_incomplete","Watch","watch","Not Enough Data","blocked","low_evidence","46.52","2","33017",,,"true","1.52","23.26","0","0","0","8640","9.93","0","account","Account-wide","8.1","10.15","31.55","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-07","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-01|company-06-creative-08","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-01",,"company-06-creative-08","Not Enough Data","creative_learning_incomplete","Watch","watch","Not Enough Data","review_only","low_evidence","32.68","4","18292",,,"true","10.5","8.17","0","0","0","3364","6.65","0","account","Account-wide","5.44","12.82","38.47","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-08","Deterministic engine keeps this in test against the format + age benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-02|company-06-creative-09","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-02",,"company-06-creative-09","Not Enough Data","creative_learning_incomplete","Watch","watch","Not Enough Data","blocked","low_evidence|creative_learning_incomplete","30.41","1","16398",,,"true","1.29","30.41","0","0","0","2022","7.85","0","account","Account-wide","8.1","10.15","39.6","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-09","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-06|company-06-account-01|company-06-campaign-01|company-06-adset-02|company-06-creative-10","company-06","company-06-account-01","company-06-campaign-01","company-06-adset-02",,"company-06-creative-10","Not Enough Data","creative_learning_incomplete","Test More","test_more","Not Enough Data","blocked","low_evidence|creative_learning_incomplete","21.84","0","10215",,,"true","0","0","0","0","0","865","36.61",,"account","Account-wide","5.69","12.14","32.68","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-06-creative-10","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-01","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-01","Cut","spend_waste","Watch","watch","Cut","review_only","catastrophic_cpa|fatigue_pressure","2251.4","10","1100484",,,"true","2.67","225.14","0","0","0","93309","5.4","0","account","Account-wide","3.5","89.18","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-07-creative-01","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-02","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-02","Protect","protected_winner","Scale","scale","Protect","blocked","strong_relative_winner|business_validation_missing","1143.66","16","186230",,,"true","4.53","71.48","2.69","123.72","1","18703","5.36","0.594","account","Account-wide","3.22","91.82","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Protect: company-07-creative-02","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-03","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-03","Cut","spend_waste","Cut","pause","Cut","review_only","catastrophic_cpa","473.68","1","99720",,,"true","0.3","473.68","0.35","409.87","1","85734","0.3","1.167","account","Account-wide","3.5","89.18","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-07-creative-03","Deterministic engine blocks deployment because downside risk outweighs current upside.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-04","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-04","Refresh","needs_new_variant","Watch","watch","Refresh","review_only","trend_collapse|fatigue_pressure","460.11","4","98012",,,"true","2.59","115.03","0","0","0","9362","7.84","0","account","Account-wide","3.5","89.18","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-07-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-05","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-05","Refresh","needs_new_variant","Watch","watch","Refresh","blocked","trend_collapse|fatigue_pressure","445.92","5","132954",,,"true","7.12","89.18","0.07","86.58","1","24183","6.81","0.01","account","Account-wide","3.22","91.82","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-07-creative-05","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-06","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-06","Cut","spend_waste","Cut","pause","Cut","review_only","below_baseline_waste","357.21","3","89710",,,"true","1.82","119.07","0","0","0","14567","1.82","0","account","Account-wide","3.5","89.18","183.63","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-07-creative-06","Deterministic engine keeps this in test because relative strength exists, but absolute scaling floors are not proven yet.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-07","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-07","Refresh","needs_new_variant","Watch","watch","Refresh","review_only","trend_collapse|fatigue_pressure","277.11","3","65132",,,"true","5.74","92.37","0","0","0","11209","6.33","0","account","Account-wide","3.22","89.18","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-07-creative-07","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-08","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-08","Cut","spend_waste","Cut","pause","Cut","review_only","mature_zero_purchase|below_baseline_waste","256.52","0","48275",,,"true","0","0","0","0","0","4265","0",,"account","Account-wide","3.36","90.5","191.96","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm there is no purchase evidence before stopping this test creative.|Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-07-creative-08","Spend is already meaningful enough to move past early learning, and there is still no purchase proof. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-09","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-09","Refresh","fatigued_winner","Watch","watch","Refresh","blocked","fatigue_pressure|business_validation_missing","200.29","4","71114",,,"true","3.22","50.07","4.9","33.9","1","11075","3.57","1.522","account","Account-wide","3.5","91.82","183.63","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-07-creative-09","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-07|company-07-account-01|company-07-campaign-01|company-07-adset-01|company-07-creative-10","company-07","company-07-account-01","company-07-campaign-01","company-07-adset-01",,"company-07-creative-10","Refresh","fatigued_winner","Cut","pause","Refresh","blocked","fatigue_pressure","183.63","2","44649",,,"true","1.68","91.82","2.16","71.53","1","16598","3.78","1.286","account","Account-wide","3.5","89.18","200.29","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-07-creative-10","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-01|company-08-campaign-01|company-08-adset-01|company-08-creative-01","company-08","company-08-account-01","company-08-campaign-01","company-08-adset-01",,"company-08-creative-01","Cut","spend_waste","Cut","pause","Cut","review_only","below_baseline_waste","8211.61","57","554094",,,"true","1.26","144.06","1.09","152.1","28","267770","1.26","0.865","account","Account-wide","1.82","132.1","370.01","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm no campaign blocker explains the below-benchmark read before stopping or replacing this test creative.|ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-08-creative-01","Spend and purchase volume are already meaningful, but ROAS is materially below the Account-wide benchmark. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-02|company-08-campaign-02|company-08-adset-02|company-08-creative-02","company-08","company-08-account-02","company-08-campaign-02","company-08-adset-02",,"company-08-creative-02","Cut","spend_waste","Watch","watch","Cut","review_only","below_baseline_waste","4251.61","32","133188",,,"true","1.34","132.86","1.2","143.33","20","86559","1.34","0.896","account","Account-wide","1.82","132.3","370.01","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm no campaign blocker explains the below-benchmark read before stopping or replacing this test creative.|ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-08-creative-02","Spend and purchase volume are already meaningful, but ROAS is materially below the Account-wide benchmark. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-02|company-08-campaign-03|company-08-adset-03|company-08-creative-03","company-08","company-08-account-02","company-08-campaign-03","company-08-adset-03",,"company-08-creative-03","Cut","spend_waste","Cut","pause","Cut","review_only","below_baseline_waste","1308.54","7","20559",,,"true","1.14","186.93","0","0","0","10391","1.14","0","account","Account-wide","1.82","132.1","370.01","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm no campaign blocker explains the below-benchmark read before stopping or replacing this test creative.|ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-08-creative-03","Spend and purchase volume are already meaningful, but ROAS is materially below the Account-wide benchmark. Treat this as a Cut candidate for operator review.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-02|company-08-campaign-03|company-08-adset-04|company-08-creative-04","company-08","company-08-account-02","company-08-campaign-03","company-08-adset-04",,"company-08-creative-04","Watch","hold_monitor","Scale","scale_hard","Watch","blocked","business_validation_missing","928.76","11","29875",,,"true","2.5","84.43","2.42","85.26","6","17060","2.5","0.968","account","Account-wide","1.58","133.07","370.01","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Watch: company-08-creative-04","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-02|company-08-campaign-03|company-08-adset-05|company-08-creative-05","company-08","company-08-account-02","company-08-campaign-03","company-08-adset-05",,"company-08-creative-05","Watch","hold_monitor","Scale","scale_hard","Watch","blocked","business_validation_missing","742.47","7","23413",,,"true","2.6","106.07","1.97","151.82","3","14165","2.59","0.758","account","Account-wide","1.58","133.07","370.01","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Watch: company-08-creative-05","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
"pr65","company-08|company-08-account-02|company-08-campaign-03|company-08-adset-06|company-08-creative-06","company-08","company-08-account-02","company-08-campaign-03","company-08-adset-06",,"company-08-creative-06","Cut","spend_waste","Cut","pause","Cut","review_only","below_baseline_waste","587.18","2","17555",,,"true","0.63","293.59","4.32","42.75","2","2463","0.63","6.857","account","Account-wide","1.82","132.1","370.01","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","ROAS or CPA returns above target or break-even thresholds.|High-spend constrained GEOs are cleared or deprioritized cleanly.|Landing-page or merchandising concerns are resolved.|Higher signal company-08-creative-06 would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-08-creative-06","Deterministic engine keeps this in test against the family benchmark.","2026-04-25T22:20:32.480Z","2026-03-27","2026-04-25","committed_sanitized_artifact_not_fresh_local_rerun"
